order_id,user_id,session_id,order_ts,gross_amount,discount_amount,net_amount,payment_method,coupon_id,coupon_discount_pct,item_count,total_qty,shipping_pincode,shipping_city_tier,payment_fail_count_before_success,device_reuse_count,pincode_reuse_count,order_value_zscore_by_category,qty_outlier_flag,multi_coupon_user_flag,high_discount_flag,new_user_flag,cod_flag,refund_amount,refund_approved,rto_flag,risk_score,risk_band
o000001383,u003175,s000031168,2025-09-28 11:23:47,5778.18,0.0,5778.18,upi,,0.0,4,11,578418.0,unknown,0,1,27.0,0,1,0,0,0,0,0.0,0,1,25.0,Low
o000001384,u002878,s000031169,2025-09-28 14:09:54,4336.2,0.0,4336.2,cod,,0.0,4,9,572769.0,unknown,0,1,31.0,0,0,0,0,0,1,0.0,1,0,18.0,Low
o000001385,u002843,s000031193,2025-09-28 05:17:44,335.54,0.0,373.94,card,,0.0,1,2,577965.0,unknown,0,1,21.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001386,u000794,s000031230,2025-09-28 20:10:31,1681.64,500.0,1181.64,netbanking,flash40,29.73,1,1,577548.0,unknown,1,1,20.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001387,u002977,s000031244,2025-09-28 04:56:20,7117.65,0.0,7117.65,cod,,0.0,3,5,579266.0,unknown,0,1,23.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001388,u001871,s000031282,2025-09-28 01:40:39,3159.95,0.0,3159.95,wallet,,0.0,1,1,568518.0,unknown,1,1,74.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001389,u000079,s000031336,2025-09-28 13:19:16,674.33,0.0,674.33,card,,0.0,1,1,577548.0,unknown,1,1,20.0,0,0,0,0,0,0,607.6,1,0,10.0,Low
o000001390,u001281,s000031376,2025-09-28 10:56:50,10614.51,0.0,10614.51,upi,,0.0,4,7,579609.0,unknown,0,1,27.0,0,0,0,0,0,0,7699.32,1,0,10.0,Low
o000001391,u000982,s000031384,2025-09-28 03:15:31,600.94,0.0,600.94,card,,0.0,1,1,563966.0,unknown,2,1,63.0,0,0,0,0,0,0,0.0,0,0,25.0,Low
o000001392,u001169,s000031438,2025-09-28 00:37:26,5333.75,0.0,5333.75,upi,,0.0,2,5,577742.0,unknown,0,1,28.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001393,u001868,s000031439,2025-09-28 13:29:19,7816.52,250.0,7566.52,card,welcome20,3.2,4,9,572276.0,unknown,0,1,16.0,0,0,1,0,1,0,0.0,0,0,28.0,Low
o000001394,u003092,s000031445,2025-09-28 08:27:52,1419.31,0.0,1419.31,card,,0.0,2,3,565285.0,unknown,0,1,62.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001395,u000287,s000031494,2025-09-28 02:55:37,14876.63,0.0,14876.63,cod,,0.0,2,5,571541.0,unknown,0,1,18.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001396,u002873,s000031548,2025-09-28 01:30:30,12974.91,0.0,12974.91,cod,,0.0,4,7,577899.0,unknown,0,1,24.0,0,0,0,0,1,1,0.0,0,0,26.0,Low
o000001397,,s000031654,2025-09-28 01:45:33,1543.12,150.0,1393.12,card,cpn008,9.72,1,2,564130.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001398,u000884,s000031655,2025-09-28 00:39:16,91.06,0.0,144.48,card,,0.0,1,1,563966.0,unknown,3,1,63.0,0,0,0,0,1,0,0.0,0,0,33.0,Low
o000001399,u000211,s000031711,2025-09-28 12:50:22,8412.78,120.0,8292.78,card,cpn014,1.43,1,3,572163.0,unknown,0,1,29.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001400,u001375,s000031724,2025-09-28 08:38:37,4286.87,120.0,4166.87,netbanking,,2.8,2,5,565894.0,unknown,0,10,66.0,0,0,0,0,0,0,3958.96,1,0,22.0,Low
o000001401,u003036,s000031726,2025-09-28 00:56:29,3660.33,0.0,3660.33,cod,,0.0,2,5,579501.0,unknown,0,1,23.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001402,u000675,s000031763,2025-09-29 01:06:02,32634.97,80.0,32554.97,cod,shipfree,0.25,3,6,577626.0,unknown,0,1,21.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001403,u001619,s000031792,2025-09-29 02:09:02,2112.12,80.0,2032.12,upi,shipfree,3.79,1,3,563966.0,unknown,0,1,63.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001404,u000305,s000031820,2025-09-29 04:09:43,1251.8,0.0,1251.8,card,,0.0,2,2,575692.0,unknown,0,1,21.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001405,u002262,s000031827,2025-09-29 01:37:21,5429.92,0.0,5429.92,card,,0.0,3,7,575674.0,unknown,0,1,23.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001406,u002443,s000031847,2025-09-29 20:06:19,7396.49,0.0,7396.49,cod,,0.0,4,9,563967.0,unknown,0,1,77.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001407,u001487,s000031867,2025-09-29 01:40:55,3199.14,0.0,3199.14,cod,,0.0,1,3,565894.0,unknown,0,1,66.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001408,u000438,s000031870,2025-09-29 12:45:42,23480.19,0.0,23480.19,cod,,0.0,4,9,568375.0,unknown,0,1,59.0,0,0,0,0,0,1,0.0,1,0,18.0,Low
o000001409,u002199,s000031873,2025-09-29 19:15:20,9770.05,0.0,9770.05,upi,,0.0,3,6,568518.0,unknown,0,1,74.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001410,u002727,s000031900,2025-09-29 17:27:16,3705.24,0.0,3705.24,cod,,0.0,3,5,578600.0,unknown,0,1,25.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001411,u001873,s000031901,2025-09-29 21:58:10,1416.98,0.0,1416.98,cod,,0.0,1,2,575842.0,unknown,0,1,31.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001412,u000511,s000031907,2025-09-29 10:59:28,3886.3,0.0,3886.3,cod,,0.0,2,3,568375.0,unknown,0,1,59.0,0,0,0,0,1,1,0.0,0,0,26.0,Low
o000001413,,s000031916,2025-09-29 18:27:33,1890.15,0.0,1890.15,card,,0.0,1,3,568579.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001414,u002644,s000031927,2025-09-29 04:24:00,2122.22,0.0,2122.22,upi,,0.0,2,5,563967.0,unknown,0,1,77.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000001415,u001743,s000031931,2025-09-29 12:28:00,6693.94,0.0,6693.94,cod,,0.0,3,8,578018.0,unknown,0,1,21.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001416,u001827,s000032013,2025-09-29 09:18:13,398.24,0.0,480.32,upi,,0.0,1,1,572398.0,unknown,0,1,29.0,0,0,0,0,0,0,0.0,0,1,17.0,Low
o000001417,u001218,s000032118,2025-09-29 17:51:14,2187.82,0.0,2187.82,cod,,0.0,4,9,572788.0,unknown,0,1,19.0,0,0,0,0,0,1,0.0,0,1,25.0,Low
o000001418,u000400,s000032122,2025-09-29 04:44:09,11885.79,80.0,11805.79,card,shipfree,0.67,4,7,568518.0,unknown,1,1,74.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001419,u002750,s000032128,2025-09-29 20:18:41,23463.13,0.0,23463.13,card,,0.0,4,6,571222.0,unknown,1,1,17.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001420,u000724,s000032168,2025-09-29 20:02:34,2232.33,768.47,1463.86,cod,flash40,34.42,2,5,568518.0,unknown,0,1,74.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001421,u002439,s000032172,2025-09-29 21:16:27,4638.74,0.0,4638.74,card,,0.0,4,6,577970.0,unknown,0,1,28.0,0,0,0,0,0,0,3398.23,1,0,10.0,Low
o000001422,,s000032184,2025-09-29 09:40:12,5098.89,0.0,5098.89,upi,,0.0,4,10,566407.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001423,,s000032191,2025-09-29 06:19:47,1034.56,0.0,1034.56,netbanking,,0.0,2,3,561604.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001424,u000005,s000032198,2025-09-29 03:36:12,9545.49,0.0,9545.49,netbanking,,0.0,4,12,573828.0,unknown,1,1,28.0,0,1,0,0,0,0,9545.49,1,1,25.0,Low
o000001425,u001543,s000032231,2025-09-29 03:17:27,1988.19,0.0,1988.19,cod,,0.0,1,3,579260.0,unknown,0,1,36.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001426,u002606,s000032258,2025-09-29 18:33:24,8809.14,0.0,8809.14,cod,,0.0,2,5,568375.0,unknown,0,1,59.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001427,u001232,s000032285,2025-09-30 08:32:41,23659.74,0.0,23659.74,card,,0.0,4,9,578963.0,unknown,0,1,27.0,0,0,0,0,0,0,23659.74,1,1,17.0,Low
o000001428,u002011,s000032288,2025-09-30 20:57:28,23421.61,0.0,23421.61,upi,,0.0,3,8,576088.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001429,u001894,s000032293,2025-09-30 16:00:32,503.31,0.0,503.31,upi,,0.0,1,3,573634.0,unknown,0,1,22.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001430,u003045,s000032321,2025-09-30 09:36:50,12074.3,80.0,11994.3,netbanking,shipfree,0.66,3,6,575661.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001431,u002017,s000032326,2025-09-30 12:37:40,1911.3,0.0,1911.3,upi,,0.0,1,2,563967.0,unknown,0,1,77.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001432,u000314,s000032336,2025-09-30 11:27:03,6581.81,0.0,6581.81,card,,0.0,4,8,565894.0,unknown,1,1,66.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001433,u001819,s000032342,2025-09-30 10:55:24,4248.99,0.0,4248.99,upi,,0.0,2,3,568375.0,unknown,0,1,59.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001434,u000833,s000032366,2025-09-30 03:44:11,6679.78,0.0,6679.78,wallet,,0.0,1,2,577970.0,unknown,0,1,28.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001435,,s000032374,2025-10-01 00:01:16,921.27,0.0,921.27,upi,,0.0,1,3,567008.0,unknown,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001436,u001070,s000032429,2025-09-30 10:09:52,399.05,0.0,461.51,netbanking,,0.0,1,1,576334.0,unknown,1,1,19.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001437,u002839,s000032441,2025-09-30 21:03:51,24670.92,0.0,24670.92,card,,0.0,4,8,571647.0,unknown,0,1,26.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001438,u002138,s000032504,2025-09-30 01:08:42,3515.13,0.0,3515.13,upi,,0.0,4,8,565285.0,unknown,0,1,62.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001439,u000222,s000032507,2025-09-30 06:04:47,1981.54,0.0,1981.54,netbanking,,0.0,3,4,572149.0,unknown,0,1,27.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001440,u002124,s000032509,2025-09-30 12:23:55,3446.41,0.0,3446.41,upi,,0.0,4,6,568375.0,unknown,0,1,59.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001441,u002595,s000032521,2025-09-30 20:46:36,5989.64,120.0,5869.64,card,cpn014,2.0,4,6,574081.0,unknown,0,1,28.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001442,u002809,s000032574,2025-09-30 23:54:28,2011.92,80.0,22026.26,card,shipfree,3.98,1,3,569539.0,unknown,1,1,76.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001443,u001619,s000032632,2025-09-30 20:16:47,1504.16,150.0,1354.16,cod,cpn008,9.97,4,6,563966.0,unknown,0,1,63.0,0,0,1,0,0,1,0.0,0,0,28.0,Low
o000001444,u001536,s000032640,2025-09-30 17:34:13,1964.52,80.0,1884.52,upi,cpn009,4.07,3,6,572788.0,unknown,1,1,19.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001445,u002411,s000032741,2025-09-30 21:06:27,3284.9,0.0,3284.9,card,,0.0,2,3,565894.0,unknown,0,1,66.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001446,u002824,s000032742,2025-09-30 22:50:40,568.17,0.0,568.17,card,,0.0,1,3,577970.0,unknown,3,1,28.0,0,0,0,0,0,0,0.0,0,0,25.0,Low
o000001447,u000335,s000032744,2025-09-30 08:38:19,14262.02,0.0,14262.02,cod,,0.0,3,8,577522.0,unknown,0,1,36.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001448,u001743,s000032763,2025-09-30 13:19:09,3367.62,0.0,3367.62,upi,,0.0,2,4,578018.0,unknown,0,1,21.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001449,,s000032793,2025-09-30 06:48:51,4155.59,0.0,4155.59,card,,0.0,4,8,568655.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001450,u002692,s000032827,2025-10-01 09:52:23,3103.4,0.0,3103.4,cod,,0.0,1,2,577080.0,unknown,0,1,26.0,0,0,0,0,0,1,0.0,1,1,25.0,Low
o000001451,u000794,s000032836,2025-10-01 20:52:09,11959.88,0.0,11959.88,netbanking,,0.0,4,11,577548.0,unknown,0,1,20.0,0,1,1,0,0,0,0.0,0,1,35.0,Medium
o000001452,u002332,s000032847,2025-10-01 11:53:03,2533.38,0.0,2533.38,netbanking,,0.0,1,3,572495.0,unknown,0,1,17.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001453,u001791,s000032863,2025-10-01 21:51:47,932.72,0.0,932.72,upi,,0.0,1,1,575661.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001454,u001385,s000032885,2025-10-01 23:31:33,17044.97,0.0,17044.97,cod,,0.0,4,10,574573.0,unknown,0,1,20.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001455,u002456,s000032893,2025-10-01 11:19:57,6295.31,500.0,5795.31,card,flash40,7.94,2,5,563967.0,unknown,0,1,77.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001456,u001006,s000032901,2025-10-01 10:36:30,5536.68,250.0,5286.68,netbanking,welcome20,4.52,4,9,,unknown,3,1,1.0,0,0,1,0,0,0,5286.68,1,1,32.0,Low
o000001457,u002816,s000032932,2025-10-01 14:13:35,15628.74,0.0,15628.74,card,,0.0,4,7,569190.0,unknown,0,1,55.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001458,,s000032975,2025-10-01 18:12:20,1294.83,0.0,1294.83,upi,,0.0,2,2,569327.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001459,u001930,s000033001,2025-10-01 22:42:41,6122.65,0.0,6122.65,upi,,0.0,4,9,563967.0,unknown,0,15,77.0,0,0,1,0,0,0,0.0,0,0,32.0,Low
o000001460,u001536,s000033005,2025-10-01 06:05:50,18892.1,500.0,18392.1,cod,flash40,2.65,3,5,572788.0,unknown,0,1,19.0,0,0,1,0,0,1,0.0,0,0,28.0,Low
o000001461,u001096,s000033061,2025-10-01 09:16:37,4811.07,0.0,4811.07,upi,,0.0,2,6,574621.0,unknown,0,1,18.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001462,u002061,s000033085,2025-10-01 00:29:59,4958.54,0.0,4958.54,card,,0.0,2,5,563967.0,unknown,0,1,77.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001463,u000644,s000033114,2025-10-01 00:47:23,3825.72,0.0,3825.72,cod,,0.0,3,7,577080.0,unknown,0,1,26.0,0,0,0,0,0,1,0.0,1,0,18.0,Low
o000001464,,s000033143,2025-10-01 16:22:59,23067.12,150.0,22917.12,cod,cpn008,0.65,2,6,567540.0,unknown,0,0,0.0,0,0,0,0,0,1,0.0,0,0,8.0,Low
o000001465,u000537,s000033166,2025-10-01 23:28:28,6123.26,0.0,6123.26,wallet,,0.0,1,2,576422.0,unknown,0,1,28.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001466,u001431,s000033170,2025-10-01 02:29:23,7895.78,150.0,7745.78,upi,cpn008,1.9,3,7,568518.0,unknown,0,1,74.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001467,u002644,s000033179,2025-10-01 22:14:51,8034.29,0.0,8034.29,upi,,0.0,4,6,563967.0,unknown,0,1,77.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000001468,u001647,s000033187,2025-10-01 07:17:39,5172.35,0.0,5172.35,cod,,0.0,3,7,574621.0,unknown,0,1,18.0,0,0,1,0,0,1,0.0,0,0,28.0,Low
o000001469,u002955,s000033255,2025-10-01 05:05:32,5830.23,0.0,5830.23,card,,0.0,1,3,573634.0,unknown,2,1,22.0,0,0,0,0,0,0,0.0,0,0,25.0,Low
o000001470,u000648,s000033269,2025-10-01 01:33:55,2038.76,0.0,2038.76,netbanking,,0.0,2,3,572901.0,unknown,0,1,18.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001471,u000352,s000033279,2025-10-01 14:09:59,7752.1,0.0,7752.1,cod,,0.0,4,6,579236.0,unknown,0,1,23.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001472,,s000033289,2025-10-01 05:45:43,4367.24,0.0,4367.24,card,,0.0,4,8,563151.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001473,u001072,s000033291,2025-10-01 17:20:59,9240.63,80.0,9160.63,cod,shipfree,0.87,2,6,577899.0,unknown,0,1,24.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001474,u003112,s000033299,2025-10-01 02:54:58,2981.08,0.0,2981.08,card,,0.0,2,5,569190.0,unknown,0,1,55.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001475,u000456,s000033318,2025-10-01 14:42:27,11423.23,150.0,11273.23,card,cpn008,1.31,2,3,572901.0,unknown,0,1,18.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001476,u002902,s000033331,2025-10-01 06:40:40,4073.47,0.0,4073.47,card,,0.0,2,3,572163.0,unknown,0,1,29.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001477,u001561,s000033346,2025-10-01 21:40:30,241.42,0.0,289.1,upi,,0.0,1,2,565894.0,unknown,0,1,66.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001478,u000531,s000033399,2025-10-02 23:09:54,6199.05,0.0,6199.05,cod,,0.0,4,12,579501.0,unknown,0,1,23.0,0,1,0,0,0,1,0.0,1,0,26.0,Low
o000001479,u001333,s000033403,2025-10-02 17:12:05,3429.62,400.0,3029.62,card,fashion30,11.66,4,8,577742.0,unknown,0,1,28.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001480,u000030,s000033415,2025-10-02 06:45:03,8592.91,0.0,8592.91,cod,,0.0,3,6,569539.0,unknown,0,1,76.0,0,0,0,0,0,1,0.0,1,0,18.0,Low
o000001481,u002653,s000033447,2025-10-02 00:50:57,2998.48,0.0,2998.48,upi,,0.0,4,6,574360.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001482,u000020,s000033456,2025-10-02 04:12:47,1049.59,0.0,1049.59,card,,0.0,1,1,571222.0,unknown,0,1,17.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001483,u002914,s000033461,2025-10-02 09:23:44,387.16,0.0,480.81,netbanking,,0.0,1,1,579236.0,unknown,0,1,23.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001484,u001481,s000033466,2025-10-02 18:19:19,2641.81,0.0,2641.81,cod,,0.0,3,8,568518.0,unknown,0,1,74.0,0,0,1,0,0,1,0.0,1,0,28.0,Low
o000001485,u000941,s000033491,2025-10-02 23:10:21,1607.68,0.0,1607.68,card,,0.0,2,5,577899.0,unknown,0,1,24.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001486,u002768,s000033518,2025-10-02 09:39:42,5462.36,150.0,5312.36,card,cpn008,2.75,3,6,572769.0,unknown,0,1,31.0,0,0,0,0,0,0,5312.36,1,1,17.0,Low
o000001487,u001783,s000033540,2025-10-02 02:19:35,5573.66,0.0,5573.66,card,,0.0,3,4,575588.0,unknown,1,1,15.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001488,u001017,s000033552,2025-10-02 19:22:54,4268.11,0.0,4268.11,cod,,0.0,3,7,576422.0,unknown,0,1,28.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001489,u001271,s000033576,2025-10-02 12:00:54,7319.41,0.0,7319.41,upi,,0.0,3,5,563966.0,unknown,0,1,63.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001490,u001134,s000033599,2025-10-02 05:00:14,13392.76,0.0,13392.76,card,,0.0,4,9,578600.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001491,u000723,s000033604,2025-10-02 01:37:44,5148.18,150.0,4998.18,cod,cpn008,2.91,4,8,568518.0,unknown,0,1,74.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001492,u001506,s000033611,2025-10-02 01:25:51,334.17,0.0,428.3,netbanking,,0.0,1,1,572788.0,unknown,0,1,19.0,0,0,0,0,0,0,329.93,1,0,10.0,Low
o000001493,u000542,s000033622,2025-10-02 08:38:32,5182.56,0.0,5182.56,cod,,0.0,4,9,578418.0,unknown,0,1,27.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001494,,s000033645,2025-10-02 18:13:04,6745.55,0.0,6745.55,upi,,0.0,4,7,569603.0,unknown,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001495,u002786,s000033664,2025-10-02 00:46:04,6814.15,0.0,6814.15,card,,0.0,3,7,578896.0,unknown,1,1,22.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001496,u002873,s000033665,2025-10-02 07:28:53,9472.75,500.0,8972.75,upi,flash40,5.28,4,8,577899.0,unknown,0,1,24.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000001497,u001451,s000033667,2025-10-02 15:25:38,940.9,0.0,940.9,netbanking,,0.0,2,3,565894.0,unknown,0,1,66.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001498,u001154,s000033677,2025-10-02 19:36:31,2219.6,0.0,2219.6,wallet,,0.0,3,6,569539.0,unknown,0,1,76.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001499,u001744,s000033712,2025-10-02 08:23:57,12079.19,0.0,12079.19,card,,0.0,4,5,571631.0,unknown,1,1,16.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001500,,s000033726,2025-10-02 16:09:59,6440.82,0.0,6440.82,card,,0.0,2,4,566645.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001501,u001110,s000033757,2025-10-02 13:49:55,11544.3,0.0,11544.3,upi,,0.0,4,4,578796.0,unknown,0,1,24.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001502,u000293,s000033758,2025-10-02 14:08:50,5278.81,80.0,5198.81,upi,shipfree,1.52,4,8,569539.0,unknown,0,1,76.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001503,,s000033761,2025-10-02 04:06:44,1806.27,0.0,1806.27,netbanking,,0.0,3,4,561343.0,unknown,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0.0,Low
o000001504,u002610,s000033787,2025-10-02 16:55:42,3805.06,120.0,3685.06,upi,cpn014,3.15,1,2,575661.0,unknown,0,1,25.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001505,u000332,s000033788,2025-10-02 12:00:43,13778.89,0.0,13778.89,card,,0.0,4,8,569190.0,unknown,4,1,55.0,0,0,0,0,0,0,0.0,0,0,25.0,Low
o000001506,u001386,s000033794,2025-10-02 18:07:55,1832.71,0.0,1832.71,card,,0.0,3,4,578896.0,unknown,1,1,22.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001507,u000125,s000033823,2025-10-02 21:20:41,2121.75,0.0,2121.75,cod,,0.0,3,3,565285.0,unknown,0,14,62.0,0,0,0,0,0,1,0.0,0,0,30.0,Low
o000001508,u002897,s000033838,2025-10-02 13:01:41,9769.15,0.0,9769.15,card,,0.0,3,7,578418.0,unknown,0,1,27.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001509,u003049,s000033874,2025-10-02 18:50:45,360.51,0.0,397.71,card,,0.0,1,3,563966.0,unknown,1,1,63.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001510,u001715,s000033881,2025-10-02 10:42:45,3124.5,0.0,3124.5,cod,,0.0,1,3,577548.0,unknown,0,1,20.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001511,u001154,s000033883,2025-10-02 12:36:19,19391.91,150.0,19241.91,netbanking,flat150,0.77,1,3,569539.0,unknown,1,1,76.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001512,u001254,s000033885,2025-10-02 14:11:35,3251.25,0.0,3251.25,card,,0.0,3,5,571561.0,unknown,0,1,14.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001513,u002904,s000033904,2025-10-02 03:38:55,2284.09,0.0,2284.09,card,,0.0,3,5,576422.0,unknown,2,1,28.0,0,0,0,0,1,0,0.0,0,0,33.0,Low
o000001514,u002737,s000033944,2025-10-02 20:44:24,10607.15,0.0,10607.15,upi,,0.0,3,7,568375.0,unknown,0,1,59.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001515,u000626,s000033972,2025-10-03 02:59:24,1240.46,0.0,1240.46,cod,,0.0,1,2,572276.0,unknown,0,1,16.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001516,,s000034046,2025-10-03 16:21:45,3688.11,0.0,3688.11,cod,,0.0,3,6,563900.0,unknown,0,0,0.0,0,0,0,0,0,1,0.0,0,0,8.0,Low
o000001517,u002137,s000034068,2025-10-03 13:53:29,23611.67,0.0,23611.67,wallet,,0.0,4,10,573709.0,unknown,1,1,35.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001518,u000843,s000034077,2025-10-03 21:37:55,11070.98,0.0,11070.98,cod,,0.0,4,8,571647.0,unknown,0,1,26.0,0,0,0,0,0,1,0.0,0,0,18.0,Low
o000001519,u000110,s000034082,2025-10-03 15:52:15,5874.0,120.0,5754.0,upi,cpn014,2.04,3,6,578796.0,unknown,0,1,24.0,0,0,1,0,0,0,0.0,0,0,20.0,Low
o000001520,u002902,s000034102,2025-10-03 11:15:45,3434.84,0.0,3434.84,card,,0.0,4,5,572163.0,unknown,0,1,29.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001521,u003013,s000034117,2025-10-03 01:14:32,1971.25,0.0,1971.25,netbanking,,0.0,2,5,574573.0,unknown,0,1,20.0,0,0,0,0,1,0,0.0,0,0,18.0,Low
o000001522,u000751,s000034154,2025-10-03 06:48:59,2403.95,0.0,2403.95,upi,,0.0,2,5,568518.0,unknown,0,1,74.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
o000001523,u000044,s000034183,2025-10-03 00:52:48,13069.55,0.0,13069.55,upi,,0.0,3,6,575139.0,unknown,0,1,27.0,0,0,0,0,0,0,0.0,0,0,10.0,Low
